vehicle_type,type_code,capacity_kg,weight_kg,distance_km,mileage_kmpl,cost_per_km,health_score,available,utility
tempo,2,1200.0,855.9378552248357,199.5475169008398,13.61,2.54,49.5,1.0,0.8476950968524575
delivery-van,3,800.0,653.344985854884,564.5796597071327,13.51,3.12,93.2,1.0,1.0
mini-truck,1,5000.0,5234.279095488875,90.72044866883836,8.15,20.1,47.1,1.0,0.5263518689480537
delivery-van,3,800.0,728.3440945942359,608.957790537832,11.39,1.83,51.7,1.0,0.7759433841300002
heavy-truck,0,10000.0,4329.02410061681,501.3260586643768,4.48,40.45,70.2,1.0,0.4758905595598749
tempo,2,1200.0,637.18466343292,452.24893395281595,14.06,2.85,59.5,1.0,0.9597389702403256
tempo,2,1200.0,489.1199686470108,622.9511899474334,15.57,3.18,50.5,1.0,0.807955360690397
heavy-truck,0,10000.0,1521.1088763934765,138.75553955816537,4.46,36.7,63.9,1.0,0.5431321310769203
tempo,2,1200.0,851.671506172376,601.9415290281418,13.9,3.59,55.0,1.0,1.0
heavy-truck,0,10000.0,4081.46911333519,673.3387232602937,5.12,28.09,46.3,1.0,0.5491965593171413
delivery-van,3,800.0,595.824882046473,214.66765641640293,11.47,3.29,62.5,1.0,0.872074325997615
tempo,2,1200.0,870.0805903947876,466.4236695959568,14.29,2.72,47.2,1.0,0.872016498738847
heavy-truck,0,10000.0,8523.652207946943,688.2288246738169,4.41,25.55,86.9,0.0,0.5702483914520625
heavy-truck,0,10000.0,3963.895245555969,107.06372440488224,5.38,19.06,68.0,1.0,0.6957413160940165
heavy-truck,0,10000.0,2045.862246819659,93.96676503721707,4.78,27.03,58.8,1.0,0.5322847543914705
delivery-van,3,800.0,609.3746244401699,207.7630410155406,13.04,1.57,78.9,1.0,0.990814830860823
tempo,2,1200.0,1253.0285909253573,558.3667332811397,12.71,1.99,94.9,1.0,0.9124291015653132
heavy-truck,0,10000.0,10168.590595100623,67.59807664044473,5.2,38.59,47.4,1.0,0.4064533843761068
tempo,2,1200.0,285.2970673511714,477.4640051580713,13.72,2.49,58.4,0.0,0.6977130825951485
delivery-van,3,800.0,574.5204088058002,380.38359838677627,12.11,1.82,91.1,1.0,0.9495098366146391
tempo,2,1200.0,1165.0960160822324,567.0112108006992,12.6,4.64,71.6,1.0,0.8790438168699547
mini-truck,1,5000.0,2539.5284314969763,271.2085310720265,8.43,8.35,91.6,1.0,0.7861546381373724
mini-truck,1,5000.0,1393.1463926123733,192.77081128749657,7.65,21.73,91.9,1.0,0.6942420948426579
heavy-truck,0,10000.0,10257.416131973165,351.82753093650797,4.86,26.21,60.9,0.0,0.39652789607627803
heavy-truck,0,10000.0,3482.983344816842,156.65500175123776,4.91,29.7,47.4,1.0,0.5747490386756859
tempo,2,1200.0,540.0894485608775,217.6834415272092,12.91,4.63,69.3,0.0,0.7299854758511884
heavy-truck,0,10000.0,7961.735383332049,511.7906978837124,5.15,24.95,95.7,1.0,0.6690995362012294
tempo,2,1200.0,1009.2478202218273,421.4736563956983,13.18,2.96,75.6,0.0,0.7071309333013902
heavy-truck,0,10000.0,4568.956651611133,637.1194409750769,5.29,42.37,61.8,0.0,0.39238934852797924
delivery-van,3,800.0,775.1527955486126,370.13089460301836,10.62,3.07,76.7,1.0,0.8798805247648175
mini-truck,1,5000.0,3663.5146804156143,279.7933649439959,7.82,9.43,84.9,0.0,0.6309051801559558
delivery-van,3,800.0,368.7718889261209,216.99111523337152,13.28,1.3,46.1,1.0,0.9246271821361044
tempo,2,1200.0,407.1819237652091,676.1742591353958,14.25,3.81,77.7,1.0,0.8869219779486155
heavy-truck,0,10000.0,4118.1983571154615,293.9585010014934,5.14,34.28,58.7,1.0,0.5685032575587562
tempo,2,1200.0,972.3878465696097,363.1201482563079,12.54,2.45,98.0,0.0,0.8853433643548019
heavy-truck,0,10000.0,6995.215516748112,610.855193315929,4.45,39.18,83.2,1.0,0.5411288790427609
mini-truck,1,5000.0,2082.1551156030173,178.56322526558165,6.38,8.99,69.5,1.0,0.745769864768171
delivery-van,3,800.0,235.5314570500221,244.06793294028284,10.74,2.71,65.3,1.0,0.9444813065662678
mini-truck,1,5000.0,4990.373787890027,344.7227094206024,7.52,11.3,52.5,1.0,0.6949497724067867
mini-truck,1,5000.0,3757.5502140241624,558.5485460325402,8.29,11.99,98.3,0.0,0.590442383312176
heavy-truck,0,10000.0,7200.782147700254,73.912173824029,4.33,41.67,50.9,1.0,0.37263133476037175
delivery-van,3,800.0,434.8092354563666,278.21925965078026,13.24,1.8,98.7,0.0,0.7598708903317951
mini-truck,1,5000.0,4614.112970248028,190.52696798901616,6.61,9.38,74.7,0.0,0.6667720643189243
heavy-truck,0,10000.0,8752.170805558144,551.6213874232845,4.47,36.23,94.1,1.0,0.5680878884019926
tempo,2,1200.0,938.2884099249198,60.339752281847225,12.89,3.29,89.4,1.0,0.9167577925498338
tempo,2,1200.0,502.6407224774181,580.2980907196867,12.85,2.76,70.6,1.0,0.986319047008612
heavy-truck,0,10000.0,9236.722983888512,597.715966834171,4.66,19.54,55.3,0.0,0.4788040764683563
mini-truck,1,5000.0,3758.9901659591733,217.94744870883244,7.27,17.43,92.0,1.0,0.6928064525868823
mini-truck,1,5000.0,3693.4722264986817,209.73313147367628,7.17,19.45,58.3,1.0,0.656192610608403
mini-truck,1,5000.0,1853.8935664345781,135.79102849382684,7.89,10.5,47.0,0.0,0.5668842072637891
tempo,2,1200.0,1033.6352058800132,380.17014420223035,14.16,2.77,78.8,0.0,0.7721579138276806
tempo,2,1200.0,279.3778521020362,485.6948409053705,14.09,4.78,56.8,1.0,0.9306175314971968
delivery-van,3,800.0,221.3283418712076,466.54903811148955,11.0,2.63,74.7,1.0,0.9515771693536189
heavy-truck,0,10000.0,10154.53235256091,89.63726564395536,5.19,39.66,49.4,0.0,0.2230329940707045
heavy-truck,0,10000.0,10296.628984738327,474.06397528287505,5.06,16.33,76.4,1.0,0.4921678057425682
delivery-van,3,800.0,246.49522096784455,431.3891648547004,12.37,2.3,73.5,1.0,0.9310418777866953
delivery-van,3,800.0,565.109924474795,196.5742249921032,12.54,2.24,50.6,0.0,0.6608839698182045
mini-truck,1,5000.0,4487.340404912888,490.01236742100986,8.44,18.92,76.7,0.0,0.5488641883710378
delivery-van,3,800.0,685.3288271910765,65.27960236317199,11.64,1.45,64.5,1.0,0.8278976661559219
delivery-van,3,800.0,816.3942250259577,387.3933775748057,13.47,3.07,62.0,1.0,0.8621093807274475
mini-truck,1,5000.0,2446.5254367949397,280.75071260755607,7.08,20.77,62.9,0.0,0.5178873078894404
mini-truck,1,5000.0,3332.839839757102,481.81117226370844,7.74,8.96,84.5,1.0,0.8351371226133607
mini-truck,1,5000.0,1857.0811424897818,187.66349879874446,7.28,14.64,55.9,1.0,0.7615978821769869
delivery-van,3,800.0,464.96043414745867,174.00762354338028,10.65,1.81,91.1,1.0,0.9300941573719125
mini-truck,1,5000.0,3698.776243808551,578.9929443478698,7.85,18.14,87.2,0.0,0.5560221698940988
delivery-van,3,800.0,645.4495746378872,486.07171242298966,11.51,1.37,80.1,1.0,0.9461382517539434
tempo,2,1200.0,819.8710908734786,338.8713023632306,14.3,3.26,82.4,0.0,0.8101440508041047
tempo,2,1200.0,1176.6846206858522,607.9090151832181,12.85,4.79,77.9,1.0,0.8716834725896211
tempo,2,1200.0,993.1554637261095,243.04897361117378,14.72,3.51,71.0,0.0,0.6980229061011185
tempo,2,1200.0,702.1349543378129,93.36352289042395,13.99,4.6,85.3,1.0,0.9057828019244375
delivery-van,3,800.0,471.1636553861903,644.7683980906252,13.13,3.4,62.0,1.0,0.9130340757554561
heavy-truck,0,10000.0,3082.372753912001,90.96692595937249,5.64,26.28,73.0,1.0,0.7046878175838508
tempo,2,1200.0,892.145931950619,393.2185505606984,12.29,4.35,68.8,1.0,0.8362210800093479
heavy-truck,0,10000.0,7719.224846182071,611.3959381583435,4.35,41.16,81.1,1.0,0.47361805277004865
mini-truck,1,5000.0,1932.3434453858863,281.6270609943587,8.36,14.8,87.6,1.0,0.8445520065656874
mini-truck,1,5000.0,3517.782123965968,282.96744389337954,6.69,8.57,58.8,0.0,0.5843656416587677
heavy-truck,0,10000.0,9925.065612910492,693.4317357081028,4.36,18.9,49.8,1.0,0.6315343223656031
mini-truck,1,5000.0,2910.9802980781124,201.04629825824992,7.0,18.58,50.6,0.0,0.5144070474898893
tempo,2,1200.0,445.3563385612246,594.6243614486735,12.95,4.45,78.7,1.0,0.955379181756378
delivery-van,3,800.0,803.7294399563488,420.40434225765404,12.41,3.48,82.2,1.0,0.7653533096642118
tempo,2,1200.0,685.1389192946591,133.99997054113058,14.2,5.04,56.9,1.0,0.9385070134906992
mini-truck,1,5000.0,2032.2162371081188,210.10979855088215,6.72,16.99,48.1,1.0,0.7161454137231303
tempo,2,1200.0,802.5640746725202,130.72127773097753,12.14,5.05,52.0,1.0,0.8681551916398514
tempo,2,1200.0,1067.7647426336998,465.1614304264487,14.59,2.49,61.5,1.0,0.9191205020774075
delivery-van,3,800.0,400.78222984262516,235.22634090246356,12.35,1.63,46.6,1.0,0.9267034769805108
delivery-van,3,800.0,319.35250050280246,515.5239312953402,12.21,2.27,49.0,1.0,0.8590104441127442
mini-truck,1,5000.0,3630.5353750459376,574.2505249571803,7.01,21.77,70.8,1.0,0.7044744489703882
tempo,2,1200.0,452.4074547764575,412.9589612509849,15.24,3.29,94.9,0.0,0.8084304121178274
mini-truck,1,5000.0,4057.194558009307,117.65970033289761,8.56,15.71,78.9,0.0,0.5696711918048141
delivery-van,3,800.0,136.82925977087075,697.2098965958794,11.78,2.74,94.9,1.0,0.9417122059184404
tempo,2,1200.0,1232.0204083346862,192.35605721534648,13.95,4.61,78.6,1.0,0.8549270253197641
heavy-truck,0,10000.0,3092.0295473999986,518.8836440967084,4.57,26.12,77.2,0.0,0.48711743359883
tempo,2,1200.0,817.2706393867364,336.56316032640206,14.56,4.07,69.6,0.0,0.6860095792733732
mini-truck,1,5000.0,3567.3135935844734,172.98216009230975,8.08,14.3,63.8,1.0,0.7409620648185593
mini-truck,1,5000.0,2268.1245111270186,350.00218988413593,7.77,9.69,92.8,1.0,0.8644672176641288
heavy-truck,0,10000.0,2017.395532390343,346.37790972466206,5.72,36.23,66.5,1.0,0.5342292950248662
tempo,2,1200.0,245.43866408169023,140.43912113846721,12.79,4.3,99.6,1.0,0.9751364776461693
heavy-truck,0,10000.0,9698.43779098967,632.337165727197,5.67,19.73,92.3,0.0,0.5103941459886924
delivery-van,3,800.0,673.9516723813307,578.1030795348646,11.54,2.16,69.8,1.0,0.9148634503235196
mini-truck,1,5000.0,4796.081541985119,343.2066400490585,7.37,8.46,99.1,0.0,0.6612373009395772
delivery-van,3,800.0,435.3298739551855,385.84056767490904,12.79,2.45,81.6,1.0,0.8707446607075441
mini-truck,1,5000.0,2752.6846362879446,494.40007745312613,8.03,15.1,80.0,1.0,0.8154142234070986
tempo,2,1200.0,296.1037995139155,209.77022464111462,15.16,5.04,76.0,1.0,0.9198930880651682
tempo,2,1200.0,372.0609158679887,114.39236843736417,12.94,4.48,79.2,1.0,0.9166228229750405
heavy-truck,0,10000.0,3680.9941105914627,687.2859654971837,5.15,20.33,68.5,0.0,0.4518002833884346
tempo,2,1200.0,389.77526877461224,308.0427423230235,14.27,2.66,68.5,1.0,0.9217353479805926
delivery-van,3,800.0,789.481273242759,384.80559394666636,10.29,2.82,80.6,0.0,0.7831944127647775
mini-truck,1,5000.0,2163.3196830744873,639.2954527354424,7.8,17.1,68.3,0.0,0.6425202653745428
delivery-van,3,800.0,414.8480599917573,462.0721497171753,13.51,2.51,84.0,1.0,1.0
heavy-truck,0,10000.0,2737.6284523047425,185.68880222644694,4.38,32.5,59.8,1.0,0.5329661389769025
heavy-truck,0,10000.0,1657.4931594094026,429.81091857955664,5.08,35.76,53.4,1.0,0.425105532877669
tempo,2,1200.0,643.0657279236193,273.32411404240304,15.83,3.68,85.9,1.0,0.9078264110565375
tempo,2,1200.0,533.9792924474509,78.11455907429192,12.98,3.66,67.6,1.0,0.85844739770818
delivery-van,3,800.0,838.9266594203187,170.02375453769886,11.6,2.4,88.5,1.0,0.8746815310081996
heavy-truck,0,10000.0,8470.609298096762,661.2836957391905,5.7,24.68,87.6,1.0,0.7077832468992664
mini-truck,1,5000.0,2511.14127399581,644.528057149739,6.65,17.91,72.0,1.0,0.7711168840879078
heavy-truck,0,10000.0,4241.428362884259,150.4823956680662,5.67,18.87,48.7,1.0,0.6948863795767167
heavy-truck,0,10000.0,6297.1026728237675,685.9221572835424,5.34,32.45,78.5,1.0,0.5898324919350956
heavy-truck,0,10000.0,2050.4531806674295,173.24663828336753,5.54,36.56,78.4,1.0,0.49406543225826094
heavy-truck,0,10000.0,4486.439798117643,187.85642238707914,5.05,33.99,52.6,1.0,0.5543463118594166
mini-truck,1,5000.0,1343.8462972578002,670.7944565409575,8.3,9.86,57.9,1.0,0.7515586204948643
mini-truck,1,5000.0,1079.2326945471164,88.95924938415803,6.52,21.93,67.5,1.0,0.6995465539730832
mini-truck,1,5000.0,1304.7981212933987,548.1507004306346,7.55,17.79,77.3,1.0,0.8032029515832919
tempo,2,1200.0,1046.3968035716528,606.3060993403581,15.45,4.06,56.8,1.0,0.8596197930840609
heavy-truck,0,10000.0,9547.551267280052,109.17854087747145,5.46,42.69,82.6,1.0,0.5075693083975698
heavy-truck,0,10000.0,7028.956747739985,140.13875439259635,5.74,29.52,89.3,0.0,0.4389001549421666
mini-truck,1,5000.0,4502.589382137184,610.2002820338156,7.21,9.79,46.2,1.0,0.7797520831277103
delivery-van,3,800.0,506.5145539545949,158.55915242001814,13.18,1.49,57.1,1.0,0.8640171657873081
tempo,2,1200.0,959.2090970480243,644.3345089068268,14.0,4.42,46.6,1.0,0.8954230586314104
tempo,2,1200.0,428.70624124425024,459.0019178344123,15.47,4.53,52.3,1.0,0.82148839289669
heavy-truck,0,10000.0,9485.404032133392,496.6145352865867,4.66,35.91,56.9,1.0,0.5261536019740508
tempo,2,1200.0,627.0346837676756,641.2069035801524,15.02,4.95,59.1,1.0,0.9146208306231388
delivery-van,3,800.0,632.3957736211081,360.86197748572226,11.67,1.79,57.2,1.0,0.9296009960052456
tempo,2,1200.0,788.826005836179,633.2650395967115,15.35,4.6,74.2,1.0,0.9623057597250002
heavy-truck,0,10000.0,7489.962391859908,519.5910814406784,4.61,33.48,94.3,1.0,0.4917800613628631
mini-truck,1,5000.0,3819.3271333540674,466.4521172464694,8.2,10.44,83.1,1.0,0.8010267596456935
heavy-truck,0,10000.0,2013.3619717484344,204.19262818636994,4.71,16.31,79.9,1.0,0.702947722099953
mini-truck,1,5000.0,3503.8418917653858,684.6541234026928,6.96,17.73,83.9,1.0,0.6964795023606942
delivery-van,3,800.0,445.0429417429092,453.0697369112171,12.81,2.69,94.1,1.0,0.9187154843948429
delivery-van,3,800.0,595.0941689874392,134.6273350723464,11.98,3.06,82.4,1.0,0.8808003287681812
tempo,2,1200.0,689.0619505678591,247.8477238394477,13.33,3.35,65.6,1.0,0.9677460632271243
heavy-truck,0,10000.0,2221.3759532251993,174.18337269322862,4.31,38.03,97.6,0.0,0.36288652502559565
mini-truck,1,5000.0,4427.524397137613,256.29753835907485,6.76,9.19,82.8,1.0,0.7717201425941485
mini-truck,1,5000.0,2835.811339353741,686.6051329674463,6.86,21.63,76.3,1.0,0.8261313729599363
delivery-van,3,800.0,707.5738959052584,528.090049814962,11.96,1.51,85.2,1.0,0.8828493337405833
delivery-van,3,800.0,523.9854586701188,511.615103988162,11.55,1.55,51.8,0.0,0.8129180204746054
delivery-van,3,800.0,516.7901210570386,560.8556701853972,10.31,1.74,76.2,1.0,0.864467949006037
heavy-truck,0,10000.0,8481.121800333507,424.4075859905211,4.66,22.05,74.1,1.0,0.6754293334125756
tempo,2,1200.0,460.2302940949207,636.926744205547,14.29,2.1,72.3,1.0,0.9939205323937085
heavy-truck,0,10000.0,2045.2405405431482,134.03086946931964,5.0,40.95,93.8,1.0,0.5322923095024341
heavy-truck,0,10000.0,8273.735387249833,180.3675229886253,5.51,36.55,77.6,1.0,0.5548285406130548
tempo,2,1200.0,1010.2156044966515,154.25660868609555,14.64,2.6,47.4,1.0,0.7962855959065793
mini-truck,1,5000.0,3491.224846391126,637.3209956781888,8.18,10.7,65.9,1.0,0.8258896475240244
heavy-truck,0,10000.0,2598.912791470446,81.2338246687738,4.39,42.95,73.6,0.0,0.3390800414418737
delivery-van,3,800.0,826.0052142907003,196.3115093602221,11.28,1.62,82.1,1.0,0.8249603824988795
delivery-van,3,800.0,803.1219132859787,616.3414919812852,13.74,2.79,93.4,1.0,0.9310070689923867
tempo,2,1200.0,647.5553437976639,365.9894916410835,15.46,3.16,86.7,1.0,0.9592904248560317
heavy-truck,0,10000.0,9750.287198362616,608.4937614039234,4.94,40.46,51.9,1.0,0.4642819685859404
delivery-van,3,800.0,528.0137502497141,513.8623214740624,11.31,2.41,66.0,1.0,0.8933232510225888
tempo,2,1200.0,187.78908848414443,586.706850165813,13.07,5.2,60.0,1.0,0.8820489268306693
delivery-van,3,800.0,381.4638453876231,670.3795314903385,11.17,1.54,62.6,1.0,0.9469117089986285
delivery-van,3,800.0,640.2953805453529,582.1805231887184,10.92,1.44,57.8,1.0,0.8772322653241552
delivery-van,3,800.0,802.9376587619096,422.62600916516044,11.9,1.96,90.4,1.0,0.7862837005357176
mini-truck,1,5000.0,4079.028227369174,527.2214950708427,8.08,14.4,76.3,0.0,0.6162580066166553
tempo,2,1200.0,257.4637783371589,621.7488065957812,13.55,2.23,91.7,1.0,0.9647579954525155
tempo,2,1200.0,698.7763505906354,297.0887017285502,15.1,3.01,98.8,1.0,1.0
tempo,2,1200.0,324.7034838100251,592.9426548389425,15.15,5.08,92.5,1.0,0.9205158241854616
tempo,2,1200.0,180.84737518322723,479.0418597414123,12.52,2.89,97.9,0.0,0.7317625417124165
mini-truck,1,5000.0,4455.452681368636,252.5441783092527,6.9,20.08,86.9,1.0,0.7150673656917758
mini-truck,1,5000.0,2347.425325552052,422.57718589857626,7.73,15.99,52.7,1.0,0.7619696211138467
heavy-truck,0,10000.0,9128.09291451101,345.0082708209078,5.3,38.92,50.2,1.0,0.6047979492282103
tempo,2,1200.0,274.1439115626159,652.5041454755197,13.9,4.25,78.8,1.0,0.9751663340654657
tempo,2,1200.0,1202.0925204656185,670.5492461068912,12.35,2.1,85.6,1.0,0.8173965583382284
mini-truck,1,5000.0,2992.905962214146,358.84084276049293,8.55,11.88,88.6,1.0,0.8099070853551882
mini-truck,1,5000.0,2605.0769666686874,575.8474732641811,7.16,11.59,93.0,1.0,0.7819488571234591
tempo,2,1200.0,673.8800946790222,520.4774153130306,15.46,4.93,95.2,1.0,0.9392350820821188
tempo,2,1200.0,931.1520394900848,122.47294673344093,12.08,2.49,50.3,1.0,0.9400439734994006
mini-truck,1,5000.0,1745.8415844977258,264.55537671701643,7.7,15.94,63.6,1.0,0.7486134494168171
mini-truck,1,5000.0,3728.059182185117,157.7029961112929,7.46,12.54,92.1,1.0,0.7924682428825364
delivery-van,3,800.0,592.344741878677,674.6439643115392,12.41,2.01,58.6,1.0,0.854038467686645
delivery-van,3,800.0,309.79624922164226,696.8895471644055,11.49,2.06,66.2,1.0,0.9324410281046124
heavy-truck,0,10000.0,6415.464710709514,631.7268809451593,4.27,38.83,51.7,0.0,0.297633447232078
delivery-van,3,800.0,688.9618918606726,324.7873681611485,11.28,1.57,82.3,1.0,0.9384671097508241
mini-truck,1,5000.0,4311.553932992628,353.1454790049349,6.77,20.95,54.3,1.0,0.6941898130625728
delivery-van,3,800.0,528.0999122673991,282.31084972337334,11.48,2.11,68.9,1.0,0.9269464248908557
mini-truck,1,5000.0,3849.1164718540517,587.7572220337751,7.78,10.44,97.1,0.0,0.6635130044961554
mini-truck,1,5000.0,1919.0863771215259,199.56149685941733,7.8,16.44,92.1,1.0,0.735092882824666
delivery-van,3,800.0,283.80260698661334,458.03891718072174,13.15,2.62,72.9,0.0,0.7082689224974528
heavy-truck,0,10000.0,5742.169030367929,152.87938667230378,5.72,23.61,87.0,1.0,0.5995382228870041
tempo,2,1200.0,381.463661984977,232.1654634543401,12.64,3.93,54.2,1.0,0.9317064151009231
heavy-truck,0,10000.0,9734.973523161852,685.321195716116,4.98,20.14,72.4,1.0,0.7103866658805319
tempo,2,1200.0,581.6615370936606,650.43510299855,14.22,4.04,67.8,1.0,0.9235871058662113
mini-truck,1,5000.0,2410.593609141361,198.50545637187778,8.26,21.92,62.8,1.0,0.6817969910310643
heavy-truck,0,10000.0,9571.973440627824,248.0221878464821,4.99,17.04,71.8,1.0,0.7297740215673039
delivery-van,3,800.0,794.8463674683383,176.39696630150786,12.91,2.52,52.4,1.0,0.8732227574122737
delivery-van,3,800.0,451.7120456697626,565.6896330735083,13.4,2.19,69.4,1.0,0.8893577739629133
delivery-van,3,800.0,292.3998109051423,534.4340373553612,10.45,3.46,57.7,1.0,0.8030641105952795
delivery-van,3,800.0,724.1518606928107,370.8332579008787,13.59,2.24,77.6,1.0,0.9911408808054689
heavy-truck,0,10000.0,5380.8372635822225,117.84735361425959,4.32,42.83,95.1,1.0,0.47385875602119626
mini-truck,1,5000.0,2258.250138925615,306.738323293275,7.3,10.32,69.9,1.0,0.8429835663641678
heavy-truck,0,10000.0,7466.419969217173,127.61704904759938,4.58,36.73,56.0,1.0,0.45634837002830897
tempo,2,1200.0,932.1381628795484,195.57710409960725,12.58,5.02,86.5,0.0,0.7611296876652174
mini-truck,1,5000.0,4249.536448351681,146.7471878451871,7.43,12.55,82.5,0.0,0.6068440204237505
tempo,2,1200.0,734.3533143478195,693.285793985157,12.39,4.33,96.1,1.0,0.9094102138654997
heavy-truck,0,10000.0,7587.12600464951,469.98705285822524,4.45,28.21,90.5,1.0,0.5231677579587724
tempo,2,1200.0,1219.5697569120655,342.03248000215,13.72,2.11,47.7,0.0,0.6052347352290108
tempo,2,1200.0,772.4046570035722,398.9341631011523,15.45,2.38,64.5,1.0,0.9498483989110503
delivery-van,3,800.0,482.2204228421016,67.32095850001002,13.76,3.32,94.2,0.0,0.8251706753614206
mini-truck,1,5000.0,1478.91465325309,458.82445004075635,6.7,21.04,72.7,1.0,0.6376101924873392
mini-truck,1,5000.0,2933.9567259261294,317.2771085995185,8.04,15.24,82.1,1.0,0.8210055566105845
mini-truck,1,5000.0,3900.0284710456835,205.83529855315072,6.83,13.42,77.0,1.0,0.8062411603775936
mini-truck,1,5000.0,2214.138703073428,279.5295562949799,6.46,17.39,58.1,1.0,0.6959073929470455
heavy-truck,0,10000.0,2323.431309681466,356.16737249737446,5.19,25.2,99.6,1.0,0.6391045272349725
heavy-truck,0,10000.0,6259.028151371592,261.364122363916,4.78,25.25,91.8,1.0,0.6717223029854145
delivery-van,3,800.0,194.34185458272296,684.8209455385246,11.0,2.97,82.1,1.0,0.8859079218312921
tempo,2,1200.0,797.9311888962036,108.68647030693431,14.62,4.02,85.7,0.0,0.8409044379543853
tempo,2,1200.0,1034.900640643822,459.37249872167126,13.72,5.03,79.8,1.0,0.9492341156491468
delivery-van,3,800.0,193.74185967591438,524.126598787955,11.53,2.31,96.6,0.0,0.7547653951693859
mini-truck,1,5000.0,3341.8665056425534,107.85199468647619,7.19,19.39,78.8,1.0,0.6109772541446566
mini-truck,1,5000.0,4181.474018625357,174.77287502155497,6.89,18.5,90.9,1.0,0.7025075925738817
tempo,2,1200.0,841.3451251350556,555.9407473754072,15.26,2.51,80.2,1.0,0.9943316123038639
tempo,2,1200.0,345.0815369498454,474.9104066843588,12.88,2.26,89.1,1.0,0.8697269146689638
delivery-van,3,800.0,199.67367808439812,168.12332870488632,12.78,1.9,56.1,0.0,0.7962996499778352
mini-truck,1,5000.0,1976.335273374749,352.63761469838386,7.32,20.19,75.2,1.0,0.7940533253241316
tempo,2,1200.0,1020.7682470941447,66.74145211468456,12.15,4.06,76.0,1.0,0.8923825201876886
delivery-van,3,800.0,187.80830155479987,140.99356093245945,13.09,1.78,97.5,1.0,0.8975321570680801
delivery-van,3,800.0,604.2479578113877,156.97063919856225,12.49,3.2,46.1,1.0,0.8646448870089735
delivery-van,3,800.0,567.9737528894451,161.11873624697404,11.8,1.29,91.7,1.0,0.9645723613624455
heavy-truck,0,10000.0,6434.365061959308,82.719900204251,5.42,29.15,92.2,1.0,0.605794384165238
delivery-van,3,800.0,796.8531514852684,70.02712942380263,11.81,3.14,58.5,0.0,0.6632724981239433
heavy-truck,0,10000.0,9669.20650894034,411.1663180758691,5.44,43.33,54.8,1.0,0.46659049335409
tempo,2,1200.0,721.957978955507,530.2421212219388,13.24,4.22,46.7,1.0,0.8730073157699934
mini-truck,1,5000.0,3124.607157849783,162.09754072343216,7.62,8.09,50.4,1.0,0.7980028609896939
delivery-van,3,800.0,697.7876319019124,119.77276907549779,10.37,2.78,94.8,1.0,1.0
tempo,2,1200.0,334.9551265763084,132.36358300874343,15.53,2.04,91.3,1.0,1.0
delivery-van,3,800.0,263.35404900969877,508.35108362666574,12.74,1.44,93.7,1.0,0.937300347604297
heavy-truck,0,10000.0,7446.244192993187,307.2790106646646,4.79,20.03,74.3,0.0,0.5045970851237465
tempo,2,1200.0,1079.3479773374972,178.20473747465257,15.8,4.12,63.9,1.0,0.9283049974337713
heavy-truck,0,10000.0,6180.871856314242,372.5807205210287,4.27,21.94,83.5,1.0,0.6209343880902304
heavy-truck,0,10000.0,4912.62211138452,432.77844740216983,5.4,21.49,50.1,1.0,0.6494849209422966
heavy-truck,0,10000.0,7223.277551198504,517.0134394199022,4.26,38.09,78.3,1.0,0.43375154945313715
heavy-truck,0,10000.0,3498.384572723199,321.86394325847976,5.31,34.42,63.9,0.0,0.3617171060602323
delivery-van,3,800.0,824.511372129915,265.99215019940175,11.37,2.76,91.1,1.0,0.8192699708684369
mini-truck,1,5000.0,1467.9256732586987,407.19247879292794,7.39,19.15,76.3,0.0,0.5065081560748663
delivery-van,3,800.0,223.8421958764012,73.13533158850845,13.6,1.98,74.7,1.0,0.9581914081976586
delivery-van,3,800.0,452.119664027329,698.7315735058645,10.6,2.17,52.5,0.0,0.7478043296213774
tempo,2,1200.0,300.11906037913485,253.6899061894968,14.24,2.69,81.8,0.0,0.8260577238449668
delivery-van,3,800.0,422.6554986211771,82.0889433606689,11.88,2.55,57.5,1.0,0.9456913912091198
tempo,2,1200.0,360.9455423226444,368.9531840834543,12.88,2.44,99.6,1.0,1.0
heavy-truck,0,10000.0,3748.0907565199172,677.8254429279418,5.08,27.34,46.8,1.0,0.5860158135321699
tempo,2,1200.0,750.8659428452678,233.93279039679237,14.79,2.73,93.6,1.0,0.962219121717886
mini-truck,1,5000.0,2600.73577776079,432.5102967185869,6.6,12.52,96.7,1.0,0.8501281856782482
heavy-truck,0,10000.0,5934.674098120785,451.9322102944976,5.22,31.93,96.4,1.0,0.6200557332619043
heavy-truck,0,10000.0,2099.2039033943793,546.2406427563001,4.56,28.27,46.5,1.0,0.5368361847411389
tempo,2,1200.0,1048.7324083479573,394.18620356292513,12.03,5.15,52.7,1.0,0.8461557747038355
delivery-van,3,800.0,477.18145862386416,547.2361360315223,12.09,3.11,46.3,1.0,0.9181275272515645
tempo,2,1200.0,1141.7615245329152,637.361353938989,12.99,5.19,72.0,1.0,0.9263372323758507
delivery-van,3,800.0,454.3368740761314,620.6459782311562,12.01,1.77,70.5,1.0,0.9530542681880737
tempo,2,1200.0,844.9809314547056,61.846700027555315,14.91,4.27,79.9,1.0,0.9347280212998211
delivery-van,3,800.0,239.91477242301772,385.5967808454383,13.6,3.35,76.0,1.0,0.9226698119603888
tempo,2,1200.0,729.7651105655577,689.5261580365842,12.07,3.73,65.2,1.0,0.8615147374751015
